fips,cases,deaths,popdense,population,ageab65,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity,infection_rate_10k,fatality_rate_10k,Infection_rate_clusters,Fatality_rate_clusters
2016,193,0,0.50309831,5723,0.068845011,8.5,65.52507426,23.204613,6.4826138,10.746112,39.664513,13.821423,49.57596207,10,44,337.2357155,0,Low,Low
36059,46097,0,1842.8575,1358343,0.177630392,5.7,48.69366574,59.333837,11.633144,0.12014639,10.269497,17.231362,31.28854084,9,24,339.3620021,0,Low,Low
31007,25,0,0.37771448,730,0.238356164,9.7,47.94520548,91.506851,1.9178081,0.27397261,0,5.7534248,28.59848499,10,29,342.4657534,0,Low,Low
8007,477,0,3.936559,13765,0.260443153,10.7,50.11260443,76.803488,0.60297856,1.576462,0.95168911,18.241918,28.68698883,5,24,346.531057,0,Low,Low
13239,83,0,5.8181825,2279,0.311978938,22.7,47.82799473,49.319878,46.994296,0.43878895,0.26327337,1.7112769,70.7692337,17,29,364.1948223,0,Low,Low
21175,510,0,13.519206,13345,0.167478456,24.7,57.15249157,92.551517,4.6908956,0.26227052,0.53952793,1.0266017,65.09903336,11,38,382.1656051,0,Low,Low
20049,105,0,1.5030234,2508,0.290669856,14.6,50.51834131,89.752793,0.11961722,1.6347688,0.51834132,4.5853268,54.08704662,23,33,418.6602871,0,Low,Low
21223,366,0,21.67955,8515,0.17486788,19,50.11156782,93.752199,0.54022316,0.35231945,0.57545509,3.3705227,63.51688766,15,37,429.8297123,0,Low,Low
8113,357,0,2.4578362,8191,0.146624344,8.9,53.21694543,85.935783,0.56159198,0.63484311,0.89122206,10.694665,18.48239326,2,19,435.8442193,0,Low,Low
48235,68,0,0.5588426,1522,0.214848883,14.8,51.31406045,70.367938,1.0512483,0.65703024,0.26281208,26.281208,44.46583319,7,25,446.7805519,0,Medium,Low
31069,88,0,0.42946887,1897,0.279388508,9.1,52.29309436,91.302055,0.36900369,1.0015815,0,5.8513444,37.75156212,12,29,463.8903532,0,Medium,Low
21065,666,0,21.659473,14198,0.190308494,32.7,49.5351458,97.041839,0.44372445,0.23947034,0.098605442,1.204395,70.18393898,17,40,469.0801521,0,Medium,Low
8065,375,0,8.0146208,7824,0.142765849,16.5,53.7704499,60.403883,0.7285276,0.93302662,0.61349692,35.851228,42.02768135,7,25,479.2944785,0,Medium,Low
21017,969,0,26.896244,20184,0.189011098,17.7,48.74157749,84.67598,5.7669442,0.20808561,0.41617122,7.0699565,51.67140579,11,30,480.0832342,0,Medium,Low
30037,40,0,0.27155504,826,0.271186441,14.5,50,89.58838,0.60532689,1.6949153,0.60532689,3.9951574,48.71794987,6,26,484.2615012,0,Medium,Low
16025,55,0,0.40506727,1127,0.224489796,23.3,50.57675244,88.110024,0.44365572,1.3309672,0.44365572,6.4773738,49.86338854,5,25,488.0212955,0,Medium,Low
20141,179,0,1.5032846,3475,0.249784173,13.4,50.5323741,94.474822,0.40287771,0.54676258,1.294964,2.2158273,40.6940074,15,29,515.1079137,0,Medium,Low
2188,397,0,0.08308325,7671,0.073132577,25.1,53.98253161,10.885152,1.0689611,77.564853,0.82127489,3.7804719,64.12449455,11,42,517.533568,0,Medium,Low
48205,293,0,1.4839815,5619,0.151984339,6.3,59.88610073,64.335293,6.5492079,0.42712227,0.71187043,27.051076,54.9730854,4,30,521.445097,0,Medium,Low
38007,48,0,0.30885753,919,0.224156692,8.6,54.51577802,92.383027,0.32644179,0.32644179,4.4613712,1.9586507,43.48442078,3,30,522.3068553,0,Medium,Low
31083,178,0,2.3725624,3401,0.26198177,11.2,51.80829168,96.030581,0.23522493,0.47044987,0.20582182,2.26404,34.14115667,11,35,523.3754778,0,Medium,Low
21197,680,0,26.840191,12442,0.158736538,21.9,49.64635911,95.659864,0.98858709,0.16074586,0.2250442,1.7601673,59.73266602,18,33,546.5359267,0,Medium,Low
17155,318,0,13.842694,5740,0.226132404,8.8,50.92334495,91.463417,0.67944252,0.22648084,0.57491288,5.9059232,45.42877388,6,26,554.0069686,0,Medium,Low
20115,667,0,4.8860812,11950,0.232887029,9.3,49.73221757,92.359835,1.0041841,0.62761507,0.40167365,3.9330542,38.77376938,7,40,558.1589958,0,Medium,Low
2060,50,0,0.70254195,877,0.144811859,5.8,53.36374002,43.443558,0.79817558,30.102623,1.368301,7.5256556,42.99212551,15,42,570.1254276,0,Medium,Low
6003,64,0,0.57574868,1101,0.25431426,19.8,53.40599455,64.123523,0.090826524,19.981834,1.7257039,11.353315,36.88311768,7,23,581.2897366,0,Medium,Low
20075,154,0,1.0100899,2607,0.140007672,11.2,51.82201764,60.721135,0.53701573,0.80552362,0.19179133,36.018413,59.0390377,18,39,590.7172996,0,Medium,Low
20123,382,0,3.3835216,6150,0.235772358,16.3,50.61788618,94.390243,0.26016261,0.43902439,0.92682922,2.6341463,35.54216909,8,30,621.1382114,0,Medium,Low
31171,45,0,0.38994724,720,0.259722222,10.7,51.38888889,93.75,0.83333338,1.8055556,0.27777778,2.6388889,28.96405935,6,27,625,0,Medium,Low
21039,323,0,9.7238903,4771,0.214420457,18.6,49.31880109,93.250889,1.4043177,0.52399915,0.25151959,2.6619157,57.10879326,11,27,677.0069168,0,Medium,Low
20097,174,0,1.3442844,2516,0.219395866,8.3,49.04610493,88.593006,0.99364072,0.67567569,1.4705882,6.4387918,38.89919567,11,30,691.5739269,0,Medium,Low
20143,411,0,3.1081867,5802,0.203895209,10.4,51.86142709,93.726301,1.1375388,0.60324026,0.29300242,2.8783178,40.42605448,12,33,708.3764219,0,Medium,Low
20003,560,0,5.2475305,7878,0.212744351,13.9,49.64457984,94.529068,0.62198527,0.62198527,0.67275958,1.9421173,51.00478554,12,35,710.8403148,0,Medium,Low
20047,234,0,1.768797,2849,0.212706213,8.5,50.85995086,75.991577,0.63180062,1.0530011,0.24570024,20.35802,42.83009815,15,38,821.3408213,0,High,Low
20057,3132,0,11.913483,33888,0.111898017,14.4,51.88857413,39.320704,2.1866146,0.40722378,1.4193815,55.586046,51.72583389,9,31,924.2209632,0,High,Low
20109,272,0,1.023375,2844,0.208157525,7.6,49.71870605,90.400845,0.66807312,0.42194091,0.84388182,6.1533052,37.12793636,12,32,956.3994374,0,High,Low
20165,342,0,1.6637999,3093,0.248302619,9.8,51.34173941,92.790169,0.51729712,0.7759457,0.3233107,4.203039,37.66590357,9,38,1105.722599,0,High,Low
20179,379,0,1.0915664,2533,0.230556652,5.1,50.29609159,92.380577,0.43426766,0.23687328,0.43426766,5.6454796,38.02972078,8,24,1496.249507,0,High,Low
26095,972,0,2.6981952,6283,0.205634251,16.6,58.87314977,78.020054,11.507241,5.1726881,0.25465542,1.6393442,48.40058613,7,31,1547.031673,0,High,Low
31151,1207,1,9.6515207,14350,0.150174216,13.5,51.17770035,68.369341,0.89895474,0.41811848,3.1498257,25.881532,49.80834389,12,37,841.1149826,8.285004143,High,Low
21239,1182,1,53.886631,26533,0.187992311,14.2,48.14005201,85.874194,4.7827233,0.15452455,0.67463159,6.9837563,38.71707916,9,32,445.4829835,8.460236887,Low,Low
27045,1085,1,9.439888,21058,0.20937411,11,50.16145883,96.124989,0.47962768,0.13296609,0.59359865,1.7997911,43.06892967,9,29,515.2436129,9.216589862,Medium,Low
21021,2124,2,64.439629,30100,0.191262458,14.4,49.81063123,85.401994,7.7242523,0.1960133,1.0265781,3.4950167,46.38969517,15,29,705.6478405,9.416195857,Medium,Low
2110,982,1,4.5856233,32113,0.133839878,7.9,50.79874194,64.263695,1.2144614,10.874101,6.8508081,6.7947559,25.23381138,7,27,305.7951608,10.18329939,Low,Low
20145,979,1,3.3590446,6562,0.20984456,8.7,56.12618104,83.815908,5.4251753,0.7010058,0.45717768,7.8482173,42.47376823,14,37,1491.923194,10.2145046,High,Low
21005,945,1,43.291958,22663,0.157613732,13.9,49.00939858,93.778408,2.056215,0.18091162,0.55597229,1.8047037,46.69789886,15,37,416.9792172,10.58201058,Low,Low
8117,1865,2,19.679604,31007,0.136582062,10.1,54.23291515,81.784761,1.0191247,0.23543071,1.2190796,14.577353,25.07384825,3,16,601.4770858,10.72386059,Medium,Low
36113,893,1,28.611122,64265,0.222376099,10.5,49.12783008,93.543917,1.2075002,0.23185248,0.87294793,2.7090952,38.69086266,9,31,138.9558858,11.19820829,Low,Low
21063,781,1,12.371423,7508,0.197522643,30.3,56.539691,93.873203,3.6094833,0.18646776,0.22642515,1.158764,68.34207344,18,40,1040.223761,12.80409731,High,Low
20159,779,1,5.0671587,9531,0.193369006,16.9,49.94229357,83.349073,1.2800336,0.75542964,1.0596999,11.467842,37.68046284,13,37,817.3329137,12.83697047,High,Low
44005,2287,3,311.1131,82542,0.221887039,8.6,49.39182477,85.581887,3.6999345,0.39858497,1.8596593,5.958179,28.1031785,8,25,277.0710669,13.11762134,Low,Low
20125,2208,3,19.269302,32120,0.198910336,18.3,49.52988792,79.293275,5.0653797,3.0884184,0.90286424,6.7092158,40.33904457,13,41,687.4221669,13.58695652,Medium,Low
27157,1469,2,15.980646,21645,0.218202818,6,50.1039501,94.589972,0.63294065,0.24024025,0.61908062,2.8644029,39.64255476,8,37,678.6786787,13.61470388,Medium,Low
25019,733,1,94.794891,11327,0.148318178,8.6,50.93140284,71.740091,9.4817691,0.1677408,1.5891233,15.308554,24.20654297,8,25,647.1263353,13.6425648,Medium,Low
21153,696,1,15.474422,12362,0.171735965,27.6,49.95955347,97.589386,0.23458987,0.27503641,0.088982366,1.083967,66.68955994,16,37,563.0156933,14.36781609,Medium,Low
56039,2009,3,2.2296638,23081,0.154152766,7.1,51.59655128,81.504267,0.6325549,0.31627745,1.3517612,14.878038,19.69058466,2,12,870.4128937,14.93280239,High,Low
21097,659,1,23.661701,18778,0.175631058,17.2,49.1426137,93.423152,1.9118117,0.2769198,0.36745127,2.5189051,58.25865173,10,36,350.9425924,15.17450683,Low,Low
20001,648,1,9.6036024,12444,0.207087753,16.5,49.26872388,89.987141,1.9768564,0.81163617,0.7553841,3.7528127,41.15654373,17,38,520.7328833,15.43209877,Medium,Low
13053,1801,3,16.584236,10684,0.048296518,16.8,64.0490453,57.047921,19.159491,0.71134404,2.6675403,16.0614,34.06872272,6,35,1685.69824,16.65741255,High,Low
21191,595,1,20.239988,14529,0.160850712,17.6,50.97391424,96.035516,0.8672311,0.22713195,0.23401473,1.3765573,59.96423721,8,33,409.525776,16.80672269,Low,Low
36079,3505,6,165.77985,98892,0.173613639,5.3,49.95955183,77.856654,2.7767666,0.13347894,2.1154391,15.820289,34.10946178,6,23,354.4270517,17.11840228,Low,Low
39117,1720,3,33.380199,35112,0.172448166,10.2,49.82627022,95.890296,0.65789474,0.16518569,0.37878789,1.5265436,56.24508953,17,39,489.8610162,17.44186047,Medium,Low
21163,1107,2,36.300045,28715,0.140205468,11.7,50.35695629,89.071912,3.6705554,0.50844508,0.85669514,3.7123453,46.79307747,14,37,385.5127982,18.06684734,Low,Low
31095,546,1,4.8058686,7097,0.239256024,12,49.47160772,93.433845,0.46498519,0.56361845,0.30999014,4.156686,46.13592052,10,37,769.3391574,18.31501832,High,Low
49043,2726,5,8.6552973,41933,0.12591515,6.5,51.17926216,84.229606,0.97775022,0.26709274,1.6407127,11.425369,21.10940504,4,15,650.0846589,18.34189288,Medium,Low
51159,513,1,18.224514,9038,0.210334145,14.2,56.25138305,60.433722,29.431289,0.27660986,0.58641294,7.191857,54.72486305,16,30,567.6034521,19.49317739,Medium,Low
49005,9714,19,42.122375,127068,0.094508452,15.2,50.10466837,83.337271,0.87197404,0.51783295,2.46797,10.856391,27.09589863,6,26,764.4725659,19.55939881,Medium,Low
6035,4458,9,2.6188579,30802,0.151516135,13.8,62.18752029,65.106159,7.8533858,2.8504642,1.2499188,19.219531,51.31992149,20,41,1447.308616,20.1884253,High,Low
51075,493,1,31.979967,23244,0.22332645,5.3,49.049217,77.753401,15.849252,0.28394423,1.5229736,2.9986233,32.4535799,10,27,212.0977457,20.28397566,Low,Low
31131,981,2,10.024698,15985,0.194557398,11.2,49.60275258,88.220209,0.78198314,0.41914294,0.61933063,8.3453238,42.54632473,12,40,613.7003441,20.38735984,Medium,Low
49027,956,2,0.76028067,13006,0.171613102,11.4,51.19175765,82.608026,0.31523912,1.0687375,1.2994003,13.19391,42.51397991,12,32,735.0453637,20.92050209,Medium,Low
8097,948,2,7.1397181,17950,0.193983287,7.2,51.74930362,85.688025,0.89136492,0.19498607,1.7325906,10.133705,20.15350866,2,14,528.1337047,21.09704641,Medium,Low
8015,943,2,7.6301599,20027,0.253857293,10.1,52.8386678,85.209966,1.6178159,0.9137664,0.79892147,10.126329,33.4793539,7,16,470.8643332,21.20890774,Medium,Low
21131,463,1,9.7697363,10143,0.179236912,35.6,49.90633935,97.298628,0.36478359,0.14788524,0.28591147,0.89717042,70.51055145,16,41,456.4724441,21.59827214,Medium,Low
48103,455,1,2.3577206,4794,0.119315811,7.6,50.37546934,30.392158,2.5657071,0.73007927,0.41718814,65.164787,53.27360535,8,25,949.1030455,21.97802198,High,Low
20011,908,2,8.9029341,14653,0.197160991,16.6,49.42332628,89.756364,2.9686753,0.75752405,1.2011192,2.8526582,40.15739727,12,35,619.6683273,22.02643172,Medium,Low
2150,905,2,0.77887344,13345,0.103334582,9.3,53.17347321,49.112028,1.0266017,11.884601,21.641064,8.8347696,39.90373898,8,34,678.156613,22.09944751,Medium,Low
27081,446,1,4.0805383,5673,0.248193196,10.4,50.43187026,95.822316,0.19390093,0.29966508,0.47593866,2.3444386,46.40260887,12,28,786.1801516,22.42152466,High,Low
39129,3967,9,44.743626,58086,0.156922494,11.7,52.4721964,92.533487,3.8167544,0.23241402,0.4889302,1.3910409,55.42222404,14,34,682.952863,22.68716915,Medium,Low
49019,431,1,1.0264539,9764,0.186091766,8.4,50.52232692,81.769764,0.63498565,3.7996724,1.2904547,10.897173,35.1468668,10,24,441.4174519,23.20185615,Low,Low
40005,1285,3,5.4769626,13838,0.198439081,20.2,52.03064027,70.94956,3.8372599,13.448475,0.67206244,3.5409741,57.03765297,14,41,928.6023992,23.3463035,High,Low
2170,6269,15,1.681185,107610,0.119078153,10.3,51.91617879,78.9527,1.1458043,6.3906699,1.6838584,5.060868,40.12700748,9,34,582.566676,23.92726113,Medium,Low
20029,835,2,4.7114344,8729,0.215946844,12.1,49.60476572,92.668116,0.80192462,0.50406689,1.3403597,3.2076985,38.61023235,10,40,956.5815099,23.95209581,High,Low
29093,405,1,7.140861,10177,0.213913727,20.9,49.80839147,94.271398,1.4640857,0.69765155,0.14739118,1.749042,59.91303062,14,26,397.9561757,24.69135802,Low,Low
21205,1192,3,33.91835,24583,0.140300207,26,48.42777529,94.528741,1.6027335,0.17084978,0.85831676,1.7247692,49.21080303,13,38,484.8879307,25.16778523,Medium,Low
2185,794,2,0.042921741,9872,0.068172609,9.3,62.24675851,30.996758,1.4586709,50.719208,5.9258509,4.2949758,53.23597336,8,40,804.2949757,25.18891688,High,Low
6063,392,1,2.8437476,18804,0.284248032,11.7,49.77664327,83.391833,0.95192511,2.1272069,1.0210593,9.1788977,30.95517683,11,27,208.4662838,25.51020408,Low,Low
21103,781,2,21.720829,16106,0.175710915,19.2,49.47845523,91.239291,2.8498696,0.29802558,0.32286104,3.197566,56.09509659,10,29,484.912455,25.60819462,Medium,Low
26039,387,1,9.6462669,13901,0.256816056,15.4,50.80210057,94.338536,0.81289113,0.69779153,0.72656642,2.028631,43.12732887,15,32,278.3972376,25.83979328,Low,Low
1113,2319,6,34.795723,57781,0.143299701,20.1,48.01751441,45.983973,44.756928,0.41882279,0.79957079,5.6160331,47.62075996,19,45,401.343002,25.87322122,Low,Low
54021,384,1,9.1546011,8026,0.175056068,18.9,59.78071268,81.049091,10.403688,0.39870422,0.78494893,5.7562921,59.67655182,19,40,478.4450536,26.04166667,Medium,Low
39009,3068,8,50.458954,65818,0.131742077,30.6,49.78577289,89.309913,2.7788751,0.24157525,3.5051201,1.9432373,45.11410427,12,33,466.1338843,26.0756193,Medium,Low
56001,3435,9,3.4868484,38601,0.117354473,22.6,52.18776716,82.073003,1.7719747,0.75645708,3.5309967,9.8132171,18.7363224,5,24,889.8733193,26.20087336,High,Low
22075,1447,4,11.582995,23410,0.134258864,19.5,50.42716788,62.990177,20.721914,1.529261,4.2759504,7.8214437,51.72233772,17,38,618.111918,27.64340014,Medium,Low
21015,7203,20,206.20549,131533,0.135357667,7.1,49.54194005,87.518722,3.4234755,0.1277246,2.5674166,4.3350339,34.34762907,11,36,547.6192286,27.76620852,Medium,Low
40083,2498,7,24.547354,47291,0.157767863,12.9,49.56122729,77.391046,8.0755323,3.2691211,0.5941934,6.5022945,42.31444359,16,36,528.2189,28.02241793,Medium,Low
16057,2134,6,14.403102,40134,0.134698759,20.6,50.82473713,88.289231,1.0739025,0.68271291,2.6411522,4.4924501,23.89210033,6,24,531.7187422,28.11621368,Medium,Low
6015,709,2,10.677951,27828,0.180321978,22.5,54.57812275,62.36884,3.2916486,7.0504531,2.928705,20.037372,50.97230721,10,34,254.7793589,28.20874471,Low,Low
23023,353,1,54.172951,35634,0.221165179,9.8,48.58842678,94.463152,0.8559241,0.39288322,0.83066737,1.8325195,35.96639919,8,25,99.06269293,28.3286119,Low,Low
16081,706,2,10.007394,11640,0.125171821,6.1,52.5,81.159794,0.20618557,0.31786941,0.53264606,16.821305,22.83822298,4,21,606.5292096,28.3286119,Medium,Low
29186,1392,4,13.836628,17888,0.194823345,14.6,50.68761181,95.494187,0.83855102,0.29628801,0.27951701,1.1795617,49.92497921,13,35,778.1753131,28.73563218,High,Low
20149,1040,3,11.14839,24277,0.142645302,9.7,49.68900606,89.932859,1.0668534,0.67141741,0.92680315,5.0624046,34.83853912,10,32,428.3890102,28.84615385,Low,Low
50027,346,1,22.015814,55286,0.233060811,10,48.73566545,94.550157,0.84469849,0.26950764,0.99663567,1.689397,35.65202761,10,28,62.5836559,28.9017341,Low,Low
21069,691,2,15.987112,14432,0.178977273,17.8,49.12694013,95.738637,1.3858093,0.13165189,0.27716185,1.3650222,60.67734718,13,34,478.7971175,28.94356006,Medium,Low
39067,680,2,14.561924,15174,0.212666403,17,49.7693423,94.806904,2.09569,0.13839463,0.18452617,1.2850929,61.08477592,13,35,448.1349677,29.41176471,Medium,Low
20081,338,1,2.6722021,3997,0.147860896,12.7,50.23767826,65.849388,0.35026269,0.4753565,0.80060046,31.448588,46.85737419,5,34,845.6342257,29.58579882,High,Low
21133,1013,3,25.020693,21899,0.195305722,32.4,48.85154573,97.388011,0.59363442,0.15069181,0.2191881,0.84935389,61.31968689,19,39,462.5781999,29.61500494,Medium,Low
8037,2682,8,12.605089,54993,0.115578346,7,53.02493045,66.824871,0.99285366,0.33640645,1.1456003,29.823795,26.94714928,2,13,487.6984343,29.8284862,Medium,Low
48211,335,1,1.6295526,3825,0.144575163,14,50.19607843,62.588233,0.36601308,0.73202616,1.0718954,34.169933,49.42339325,8,32,875.8169935,29.85074627,High,Low
49045,4298,13,3.8881381,69907,0.091593117,6.7,50.62297052,82.857227,0.74527585,0.76387199,0.66946084,12.638219,38.01593781,11,34,614.8168281,30.24662634,Medium,Low
39055,3635,11,90.69561,94031,0.203751954,6.1,49.63044102,95.464259,1.2283184,0.079760927,0.65297615,1.6047899,35.04544449,8,25,386.5746403,30.26134801,Low,Low
36119,34823,106,867.68433,967612,0.170531163,9.2,48.440904,53.088117,13.804294,0.12877062,6.2374175,25.140345,31.16222,8,21,359.8859874,30.43965195,Low,Low
49049,63166,193,119.90173,622213,0.077224359,11.2,50.55937436,82.050198,0.58886586,0.44631017,1.7260971,11.98866,21.78815842,6,25,1015.182904,30.55441218,High,Low
27143,973,3,9.8539486,15028,0.183391003,7.1,50.30609529,87.915891,0.67207878,0.29944105,0.59888209,9.4224118,48.52627563,9,39,647.4580783,30.83247688,Medium,Low
31081,648,2,6.6119986,9280,0.199030172,4.9,50.19396552,94.881463,0.34482758,0.25862069,0.26939656,3.4267243,34.89476156,9,31,698.2758621,30.86419753,Medium,Low
21125,3543,11,53.974918,60669,0.163526678,23.7,48.99536831,95.679837,0.71041225,0.28350558,0.64118411,1.5675221,58.02036285,16,39,583.9885279,31.0471352,Medium,Low
30101,642,2,0.97845328,4853,0.184628065,15,55.86235318,86.235321,1.0508964,4.8011538,0.70059756,4.3066144,51.25487995,5,26,1322.893056,31.15264798,High,Low
21051,1564,5,16.540894,20105,0.152449639,38.6,52.0616762,92.648596,3.7901018,0.20890327,0.17408605,2.0840587,70.61898041,13,36,777.9159413,31.96930946,High,Low
20035,2474,8,12.07896,35218,0.182293146,15.2,50.30382191,79.19246,2.6548924,1.7320689,1.8257709,11.03697,39.25129604,13,39,702.4816855,32.33629749,Medium,Low
21081,1232,4,37.597141,25121,0.137414912,18.2,50.07364357,94.466782,0.88770352,0.2030174,0.46176505,2.7427252,60.78102493,14,34,490.4263365,32.46753247,Medium,Low
40045,308,1,1.2390244,3952,0.224190283,17.6,49.08906883,86.589068,0.6831984,2.7327936,0.40485831,7.4898787,48.64960957,11,36,779.3522267,32.46753247,High,Low
29089,612,2,8.4389858,10137,0.19266055,15,49.95560817,90.362042,4.8929665,0.64121536,0.35513465,1.5783763,49.16056252,7,34,603.7289139,32.67973856,Medium,Low
37005,607,2,18.38409,11161,0.270853866,24.6,49.52961204,86.399066,1.5590001,0.26879313,0.56446553,9.9363856,51.46657181,11,26,543.8580772,32.94892916,Medium,Low
