fips,cases,deaths,popdense,population,ageab65,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity,infection_rate_10k,fatality_rate_10k,Infection_rate_clusters,Fatality_rate_clusters
31147,5,1,5.5532184,7937,0.246692705,13.2,50.27088321,92.062491,0.37797657,2.8096259,0.42837346,1.9654781,43.97507048,10,36,6.299609424,2000,Low,High
31149,1,0,0.52078027,1360,0.266911765,7.4,50.36764706,96.838236,0.14705883,0.80882357,0.29411765,1.5441176,37.32809472,15,35,7.352941176,0,Low,Low
31151,533,2,9.6515207,14350,0.150174216,13.5,51.17770035,68.369341,0.89895474,0.41811848,3.1498257,25.881532,49.80834389,12,37,371.4285714,37.52345216,High,Medium
31153,1167,8,299.05243,184459,0.11751663,5.4,50.04201476,80.54961,3.9141491,0.37894601,2.5311857,9.7539291,26.23301506,9,33,63.26609165,68.55184233,High,Medium
31155,77,2,10.962638,21303,0.187391447,8.4,50.56564803,95.033562,0.49288832,0.3520631,0.41308734,2.2907572,37.77747011,11,35,36.14514388,259.7402597,Medium,Medium
31157,215,3,18.792433,35989,0.19030815,13.4,48.66764845,71.563536,0.80580181,1.4615577,0.76412237,24.3241,40.74518681,12,36,59.74047626,139.5348837,Medium,Medium
31159,34,1,11.701385,17318,0.168379721,7.5,51.14331909,94.502831,0.68137199,0.46194713,0.51391614,2.7543597,34.61644745,10,31,19.63275205,294.1176471,Medium,Medium
31161,4,0,0.82093531,5190,0.268400771,18,49.05587669,81.464356,0.40462427,8.6127169,0.5009634,5.2793834,42.27664185,13,32,7.707129094,0,Low,Low
31163,5,0,2.0730278,3038,0.270901909,11.4,49.11125741,96.017116,0.23041475,0.23041475,0.46082949,2.4687294,43.26273012,11,36,16.45819618,0,Medium,Low
31165,6,0,0.22175622,1187,0.285593934,10.7,51.30581297,91.659647,0.16849199,1.010952,0.25273799,5.728728,36.20071602,7,23,50.54759899,0,Medium,Low
31167,21,0,5.3905158,5970,0.178559464,8.8,50.68676717,91.54104,0.80402009,0.58626467,0.31825795,5.4773871,37.95225191,7,38,35.1758794,0,Medium,Low
31169,1,0,3.3906329,5039,0.25262949,8.4,49.75193491,95.197457,0.41674934,0.37705894,0.25798769,2.4012702,43.25983667,9,33,1.984520738,0,Low,Low
31171,1,0,0.38994724,720,0.259722222,10.7,51.38888889,93.75,0.83333338,1.8055556,0.27777778,2.6388889,28.96405935,6,27,13.88888889,0,Medium,Low
31173,85,1,7.1641779,7303,0.118444475,28.3,49.36327537,35.410106,0.4792551,54.991102,0.52033411,6.1481584,43.78070736,19,44,116.3905244,117.6470588,High,Medium
31175,8,0,2.8476226,4190,0.253221957,10.6,49.61813842,94.9642,0.35799523,0.26252982,0.33412888,3.0310262,41.89776087,11,32,19.09307876,0,Medium,Low
31177,50,1,20.462679,20667,0.17772294,8.1,50.11370784,94.338799,0.69676298,0.33870421,0.43547684,3.0676924,36.05880594,11,32,24.19315817,200,Medium,Medium
31179,28,0,8.1968565,9403,0.163352122,14.2,50.26055514,89.428908,1.3825375,0.55301501,0.56364988,6.7850687,31.52866292,11,35,29.77773051,0,Medium,Low
31181,6,0,2.3727047,3533,0.229266912,11,49.75941127,91.253895,0.50948202,0.33965469,0.39626379,5.5193886,41.65309381,11,33,16.98273422,0,Medium,Low
31185,41,0,9.2878742,13772,0.203311066,10.1,48.95440023,90.495205,1.5538774,0.64623873,0.77693872,5.3078711,34.31793785,11,37,29.77054894,0,Medium,Low
32001,11,1,1.9138414,24440,0.189361702,12.8,50.77741408,72.72504,2.0581014,4.3576106,2.7536824,14.345336,39.95718956,9,32,4.500818331,909.0909091,Low,High
32003,15095,416,109.18422,2231647,0.147286735,14.1,49.86474115,42.199147,11.667436,0.45715114,9.8531261,31.446102,42.40154457,11,26,67.64062596,275.587943,High,Medium
32005,65,0,26.36698,48467,0.284894877,9.3,50.25274929,80.31444,0.86656902,1.6629871,1.6815566,13.006788,31.17317152,9,25,13.41118699,0,Medium,Low
32007,127,1,1.1797241,52460,0.113286313,11.9,51.92908883,66.584063,1.0903546,4.7560047,1.130385,24.416699,46.41883659,10,29,24.20892108,78.74015748,Medium,Medium
32011,1,0,0.18520644,2003,0.162755866,7.7,52.82076885,80.029953,0.7988018,2.5461808,1.0484274,13.529706,52.82318115,8,23,4.992511233,0,Low,Low
32013,83,4,0.67225927,16786,0.136661504,11.5,52.12081496,64.827836,0.79232696,3.6637675,0.70892409,27.546766,48.39841652,9,33,49.44596688,481.9277108,Medium,High
32015,35,0,0.3920716,5575,0.158206278,14.9,51.21076233,69.327354,0.77130045,4.1793723,1.5067264,22.636771,49.7029171,16,35,62.78026906,0,Medium,Low
32017,2,0,0.18885022,5201,0.247644684,6.8,53.66275716,84.156895,3.0186502,1.4420304,0.74985581,8.1522785,48.07433224,8,30,3.845414343,0,Low,Low
32019,115,2,10.767149,55808,0.211672162,11.6,51.13962156,74.331635,1.0876576,2.1986095,1.4854501,17.7376,45.97712803,12,35,20.60636468,173.9130435,Medium,Medium
32021,5,0,0.46441212,4514,0.246787771,23.6,49.51262738,61.453259,3.6331415,14.997785,3.167922,13.026141,46.74884415,13,30,11.07665042,0,Low,Low
32023,114,3,0.96294534,45346,0.30066599,16.2,51.16438054,75.671506,3.2218941,1.2614123,1.6517444,14.975962,52.83676624,14,34,25.1400344,263.1578947,Medium,Medium
32027,6,0,0.42635953,6666,0.159465947,15.1,64.41644164,64.71647,4.3204319,2.8952895,1.290129,24.542454,56.28488922,7,35,9.00090009,0,Low,Low
32029,2,0,5.8931007,4029,0.314718292,7.9,51.15413254,83.991063,1.5636634,1.5884835,2.3579052,7.6197565,34.12856197,13,25,4.964010921,0,Low,Low
32031,2766,75,28.536638,465735,0.163528616,12.2,50.36340408,62.634116,2.2729663,1.3408912,5.437427,24.835797,34.89420509,8,23,59.38999646,271.1496746,Medium,Medium
32033,4,0,0.41222349,9475,0.179630607,10.9,58.07915567,71.482849,4.9076516,4.010554,1.065963,16.284961,53.46927071,8,33,4.221635884,0,Low,Low
32510,151,5,147.89969,55414,0.203215794,13.7,51.32096582,66.732234,1.8858051,2.0139314,2.33515,24.533512,38.97365475,11,28,27.24943155,331.1258278,Medium,Medium
33001,81,1,58.631508,61022,0.221313625,8.7,49.3936613,95.013273,0.56536985,0.25072924,1.1127135,1.6944708,36.29250431,9,29,13.27390122,123.4567901,Medium,Medium
33003,54,0,20.210802,48779,0.279054511,9.6,49.61356321,95.676416,0.54531666,0.3013592,0.70112138,1.6154492,35.33486605,10,27,11.07033765,0,Low,Low
33005,71,2,41.791065,76493,0.199024747,9.9,48.94173323,93.915784,0.72032735,0.25623259,1.7112676,1.9439688,38.02522898,9,30,9.281895075,281.6901408,Low,Medium
33007,7,0,6.7963915,31589,0.23723448,12.8,52.81268796,94.91595,0.86739054,0.39254171,0.59514386,1.8392479,51.13561726,13,34,2.215961252,0,Low,Low
33009,85,1,20.289476,89786,0.206780567,9.9,49.42530016,90.609896,1.0903704,0.31964895,3.757824,2.5293475,33.63936615,7,24,9.466954759,117.6470588,Low,Medium
33011,3275,246,182.90948,415247,0.157371396,8.1,49.76122645,84.052867,2.4912883,0.1866359,4.4457875,7.0324406,33.67093897,10,28,78.86872151,751.1450382,High,High
33013,410,18,62.551029,151132,0.182396845,7.2,49.25495593,92.219383,1.4464177,0.23555567,2.3496017,2.2510124,34.45103931,9,28,27.12860281,439.0243902,Medium,High
33015,1474,89,171.66501,309176,0.179632313,4.7,49.58955417,92.323792,0.77819754,0.14942945,2.1916319,3.1771548,30.22760963,9,27,47.67511062,603.7991859,Medium,High
33017,292,13,136.65489,130090,0.15016527,10,48.99607964,90.544236,1.1622723,0.20139904,3.7043586,2.5766777,34.82616615,10,30,22.44599892,445.2054795,Medium,High
33019,32,1,30.989096,43144,0.214560541,10.8,49.36259967,94.715375,0.65362505,0.32681252,1.0546078,1.6757835,45.2048378,10,33,7.417022066,312.5,Low,Medium
34001,2877,216,184.48294,265429,0.179373769,14.3,48.42688629,55.948675,14.56397,0.17857883,8.132118,19.221336,44.95819664,12,30,108.3905677,750.7820647,High,High
34003,19686,1989,1553.6157,936692,0.171973285,7,48.54188997,55.659062,5.5067193,0.093200326,16.686274,20.578803,30.16611481,8,22,210.1651343,1010.362694,High,High
34005,5206,424,215.13589,445384,0.169294362,6.5,49.2693945,67.028898,16.74802,0.16816949,5.2453615,8.3301149,34.33945465,12,29,116.887899,814.4448713,High,High
34007,7364,489,884.49719,507078,0.156599182,12.6,48.2387325,56.267083,18.61686,0.1684159,5.8618199,17.242515,40.84978008,12,31,145.2242061,664.0412819,High,High
34009,744,73,142.09338,92560,0.265622299,11.1,48.85263613,85.206354,4.105445,0.17070009,0.95181502,7.8867763,39.48974323,10,29,80.38029386,981.1827957,High,High
34011,2975,143,120.59444,150972,0.152697189,17.6,51.0147577,45.877382,18.615372,0.65310122,1.3333598,31.413773,60.03917694,12,36,197.0564078,480.6722689,High,High
34013,18995,2021,2449.085,799767,0.135704524,16.4,48.13451918,30.519888,38.628,0.18930513,5.593254,23.546483,41.95360565,11,29,237.5066738,1063.964201,High,High
34015,2585,182,349.45007,291408,0.158286663,7.4,48.65652281,78.131348,10.365535,0.14172569,3.036979,6.3961871,39.11896372,10,31,88.70724208,704.0618956,High,High
34017,19012,1451,5651.1641,676061,0.118214185,16.3,49.7981691,28.771517,10.698147,0.14377401,16.040121,42.904118,40.33459854,8,24,281.2172274,763.2021881,High,High
34019,1135,124,112.55112,124714,0.185263884,4.8,49.52691759,85.082668,2.5121478,0.084994466,4.1454848,6.8196036,25.98686743,7,20,91.00822682,1092.511013,High,High
34021,7697,577,636.19958,369811,0.151428703,11.4,48.93175162,48.79249,19.551879,0.15629606,11.466128,18.139806,36.05120945,9,26,208.1333438,749.6427179,High,High
34023,17016,1322,1035.978,829685,0.149692956,8.5,49.28725962,42.260134,9.6519761,0.15692703,24.833159,21.59193,35.47744083,11,26,205.0898835,776.9158439,High,High
34025,9233,807,512.42993,621354,0.175746837,7.4,48.64988396,75.000083,6.8138294,0.094792986,5.5808768,11.052798,29.97274637,9,25,148.5948429,874.038774,High,High
34027,6884,798,414.32355,494228,0.17064189,4.6,49.12327913,70.761877,3.2282673,0.087611383,10.640838,13.711283,25.55742502,8,21,139.28794,1159.209762,High,High
34029,9682,955,369.68942,601651,0.225466259,10.7,48.26153368,84.427518,3.0251758,0.076954911,1.87883,9.4509937,42.03047943,11,28,160.9238579,986.3664532,High,High
34031,17027,1186,1044.7161,503310,0.145463035,16.7,48.78544038,40.80646,10.159147,0.14484115,5.421311,42.284676,50.80421066,9,27,338.300451,696.5407882,High,High
34033,772,75,72.843414,62607,0.185873784,13,49.0632038,73.897487,13.394669,0.3146613,0.96474839,9.4845623,49.59161472,14,37,123.3088952,971.5025907,High,High
34035,4950,528,423.58279,331164,0.155868391,4.7,48.8818229,55.452585,9.3998745,0.11988018,18.402967,14.984418,25.77320957,7,22,149.4727688,1066.666667,High,High
34037,1229,191,104.80173,140799,0.173026797,5.1,49.7056087,85.784698,2.1200435,0.12926228,1.9311218,8.6421065,35.72459555,9,28,87.28755176,1554.109032,High,High
34039,16566,1326,2096.7324,558067,0.143803522,9.8,48.78804875,39.788949,20.934404,0.11145615,5.4708485,32.333034,42.26216412,8,25,296.8460776,800.4346251,High,High
34041,1244,158,114.551,105779,0.181794118,7.8,48.95773263,81.089818,4.7882851,0.12195237,2.8644627,9.7155392,39.12537289,10,30,117.6036832,1270.096463,High,High
35001,2143,85,225.65904,678701,0.163865973,17.4,49.06018998,38.482335,2.4946185,4.2610809,2.5688779,50.346321,34.28191471,7,23,31.57502346,396.640224,Medium,Medium
35003,2,1,0.19951424,3578,0.415315819,22.9,52.79485746,75.377303,0.61486866,2.9346004,0.22358859,18.725546,53.01162434,11,26,5.589714925,5000,Low,High
35005,94,2,4.1166825,64689,0.159625284,20.6,49.61894603,38.69746,1.4190976,0.7296449,0.93215229,57.199836,49.5021019,12,34,14.53106401,212.7659574,Medium,Medium
35006,215,14,2.2746089,26746,0.160996037,26.5,51.09549091,19.057055,0.99080233,39.579749,0.5309205,38.44313,49.17282486,14,31,80.38585209,651.1627907,High,High
35007,9,1,1.2442067,12110,0.268290669,23.8,50.71841453,46.771264,0.56977705,1.3212222,0.74318745,49.298102,41.14429474,13,28,7.431874484,1111.111111,Low,High
35009,163,0,13.581227,49437,0.125452596,20.6,51.87005684,47.053826,5.6799565,0.60481015,1.6222667,42.708904,44.80906487,7,30,32.97125635,0,Medium,Low
35013,960,9,22.054056,217522,0.157859895,27.7,49.0810125,26.93153,1.6099522,0.76268148,1.0904644,68.573296,43.25661659,9,28,44.13346696,93.75,Medium,Medium
35015,80,1,5.3527355,57900,0.145181347,15.3,50.34542314,46.065632,1.2953368,0.99481866,0.68739206,49.79102,52.18687153,9,35,13.81692573,125,Medium,Medium
