fips,cases,deaths,popdense,population,ageab65,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity,infection_rate_10k,fatality_rate_10k,Infection_rate_clusters,Fatality_rate_clusters
20119,394,4,1.6366506,4146,0.192715871,12.2,50.74770863,78.17173,0.9406657,0.8441872,0.91654602,17.848529,45.6790123,15,35,950.3135552,101.5228426,High,Medium
20121,1818,7,22.581005,33680,0.167191211,7.7,49.68824228,92.479217,1.2440617,0.65023755,0.53741094,3.304632,35.82819319,12,35,539.7862233,38.50385039,Medium,Low
20123,386,0,3.3835216,6150,0.235772358,16.3,50.61788618,94.390243,0.26016261,0.43902439,0.92682922,2.6341463,35.54216909,8,30,627.6422764,0,Medium,Low
20125,2244,6,19.269302,32120,0.198910336,18.3,49.52988792,79.293275,5.0653797,3.0884184,0.90286424,6.7092158,40.33904457,13,41,698.630137,26.73796791,Medium,Low
20127,404,4,3.0656395,5521,0.247237819,9.4,50.00905633,91.360259,0.56149247,0.45281653,0.54337983,5.2707843,44.93937016,15,39,731.7514943,99.00990099,Medium,Low
20129,201,8,1.4111153,2667,0.202849644,7.4,49.60629921,70.866144,1.1623547,1.2373453,1.6122984,23.397075,43.98496246,8,29,753.655793,398.0099502,Medium,High
20131,1345,49,5.465178,10155,0.201674052,10,50.61546036,94.95815,0.5809946,0.4628262,0.3446578,2.3535205,45.59867096,8,34,1324.470704,364.3122677,High,High
20133,1192,12,10.776894,15951,0.19835747,17.5,49.53921384,89.944202,1.2663783,0.97172596,0.60811234,5.1470127,41.76099491,15,38,747.2885712,100.6711409,Medium,Medium
20135,323,15,1.0202754,2840,0.258802817,7.5,49.33098592,87.605631,0.70422534,0.31690141,0.10563381,10.140845,40.15223503,11,33,1137.323944,464.3962848,High,High
20137,1179,25,2.3877339,5430,0.204788214,12.7,55.893186,88.655615,3.2596685,0.31307552,0.71823206,5.3775322,45.64128304,11,30,2171.270718,212.0441052,High,Medium
20139,816,6,8.7240229,15941,0.198419171,12.7,50.11605295,93.043095,0.6022207,0.63358634,0.45166551,3.4125838,48.33515358,10,39,511.8875855,73.52941176,Medium,Low
20141,181,0,1.5032846,3475,0.249784173,13.4,50.5323741,94.474822,0.40287771,0.54676258,1.294964,2.2158273,40.6940074,15,29,520.8633094,0,Medium,Low
20143,417,0,3.1081867,5802,0.203895209,10.4,51.86142709,93.726301,1.1375388,0.60324026,0.29300242,2.8783178,40.42605448,12,33,718.7176836,0,Medium,Low
20145,982,1,3.3590446,6562,0.20984456,8.7,56.12618104,83.815908,5.4251753,0.7010058,0.45717768,7.8482173,42.47376823,14,37,1496.494971,10.18329939,High,Low
20147,578,12,2.3173859,5317,0.239044574,9.7,49.61444424,93.737072,0.39495956,0.35734437,0.90276469,3.4794059,44.23283195,8,34,1087.07918,207.6124567,High,Medium
20149,1109,3,11.14839,24277,0.142645302,9.7,49.68900606,89.932859,1.0668534,0.67141741,0.92680315,5.0624046,34.83853912,10,32,456.8109733,27.05139766,Low,Low
20151,681,19,4.9260902,9378,0.202068671,11.6,49.45617402,88.003838,1.4715292,0.49050972,0.9170399,7.3469825,32.82530403,9,33,726.1676264,279.0014684,Medium,High
20155,6938,103,19.171614,62342,0.197619582,13.3,50.21333932,84.026819,3.0364763,0.62718554,0.51169358,9.6788682,39.19988823,12,36,1112.893395,148.4577688,High,Medium
20157,560,11,2.5102282,4664,0.277444254,10.7,49.42109777,94.961405,0.6646655,0.38593481,0.62178387,2.1869639,38.6057415,6,35,1200.686106,196.4285714,High,Medium
20159,783,1,5.0671587,9531,0.193369006,16.9,49.94229357,83.349073,1.2800336,0.75542964,1.0596999,11.467842,37.68046284,13,37,821.529745,12.77139208,High,Low
20161,4917,20,46.672039,73703,0.095097893,21.6,52.4741191,76.496208,6.2724717,0.44367258,4.908891,8.5098296,23.31840944,5,25,667.1370229,40.67520846,Medium,Low
20163,461,9,2.1734662,5013,0.222022741,8,48.2545382,93.91582,0.6782366,0.39896271,1.037303,2.4137244,41.71779156,11,35,919.6090166,195.2277657,High,Medium
20165,343,0,1.6637999,3093,0.248302619,9.8,51.34173941,92.790169,0.51729712,0.7759457,0.3233107,4.203039,37.66590357,9,38,1108.955706,0,High,Low
20169,4436,58,29.162899,54401,0.179334939,12.2,49.60202937,80.06103,3.2223672,0.49631442,2.2389295,11.363762,38.57913208,10,35,815.426187,130.748422,Medium,Medium
20171,549,16,2.6348684,4897,0.193587911,2.3,50.37778232,78.109044,0.57177865,0.73514394,1.1027159,18.501124,42.53337383,10,39,1121.094548,291.43898,High,High
20173,39423,282,198.80513,513607,0.145027229,14,49.47479298,67.841363,8.7348886,0.80411676,4.4269256,14.900109,36.69951725,11,34,767.5713143,71.53184689,Medium,Low
20175,3552,28,13.146669,21780,0.097796143,16.7,50.74380165,29.444444,4.0725436,0.35353536,2.8053259,61.988062,62.44680023,7,36,1630.853994,78.82882883,High,Low
20177,11622,219,125.97639,177499,0.181950321,12.8,48.42731508,73.704642,7.7482127,0.90028681,1.4907126,12.628804,39.15059185,11,37,654.7642522,188.4357253,Medium,Medium
20179,383,0,1.0915664,2533,0.230556652,5.1,50.29609159,92.380577,0.43426766,0.23687328,0.43426766,5.6454796,38.02972078,8,24,1512.041058,0,High,Low
20181,544,7,2.1567032,5899,0.192744533,19.1,50.16104424,84.082049,0.83064931,0.35599254,0.44075269,12.612307,37.94871807,20,40,922.1902017,128.6764706,High,Medium
20183,209,1,1.553525,3603,0.27671385,12.8,49.73633084,94.643354,0.2220372,0.38856508,0.30530114,2.2758812,42.8730092,8,37,580.0721621,47.84688995,Medium,Low
20185,269,8,2.0366681,4178,0.221876496,14,50.76591671,83.413118,0.31115366,0.7898516,0.38295835,13.188128,38.66943836,16,32,643.8487315,297.3977695,Medium,High
20187,161,2,1.1276296,1987,0.176144942,14.7,49.82385506,59.386009,0.60392553,0.95621543,0.40261699,37.695017,51.05882454,4,38,810.2667338,124.2236025,Medium,Medium
20189,526,6,2.9512703,5559,0.159021407,18.1,49.5412844,59.902859,0.55765426,0.95340889,0.57564308,36.823168,47.60011482,12,38,946.2133477,114.0684411,High,Medium
20191,1338,13,7.513978,22996,0.187119499,12.4,50.09132023,89.406854,1.1567229,1.1001914,0.49138982,5.4487739,42.61014175,13,42,581.8403201,97.15994021,Medium,Low
20193,931,7,2.7703278,7711,0.176630787,11.1,48.95603683,89.430684,0.88185705,0.51873946,0.82998313,7.0289195,33.14057732,5,33,1207.3661,75.18796992,High,Low
